source,relation,target
douyin_7198877222227283239,关联节点,肘腕释放链
douyin_7198877222227283239,关联节点,证据不足
douyin_7199190394737839364,关联节点,三角肌前束
douyin_7199190394737839364,关联节点,低位到高位起球
douyin_7199190394737839364,关联节点,前臂屈伸肌群
douyin_7199190394737839364,关联节点,单手直线投篮
douyin_7199190394737839364,关联节点,手肘外翻
douyin_7199190394737839364,关联节点,手腕侧拨或扭曲
douyin_7199190394737839364,关联节点,核心抗前冲定点投
douyin_7199190394737839364,关联节点,肘腕力线不直
douyin_7199190394737839364,关联节点,肘腕释放链
douyin_7199190394737839364,关联节点,证据不足
douyin_7199190394737839364,关联节点,辅助手发力
douyin_7199190394737839364,关联节点,辅助手未及时分离
douyin_7199190394737839364,关联节点,近筐节奏投
douyin_7199945217477299515,关联节点,上下肢脱节
douyin_7199945217477299515,关联节点,下肢蹬伸链
douyin_7199945217477299515,关联节点,低位到高位起球
douyin_7199945217477299515,关联节点,前臂屈伸肌群
douyin_7199945217477299515,关联节点,单手直线投篮
douyin_7199945217477299515,关联节点,球路侧偏
douyin_7199945217477299515,关联节点,球路偏左偏右
douyin_7199945217477299515,关联节点,肘腕力线不直
douyin_7199945217477299515,关联节点,肘腕释放链
douyin_7199945217477299515,关联节点,证据不足
douyin_7199945217477299515,关联节点,辅助手发力
douyin_7200672049872833851,关联节点,下肢蹬伸链
douyin_7200672049872833851,关联节点,证据不足
douyin_7206256014004374840,关联节点,三角肌前束
douyin_7206256014004374840,关联节点,下肢蹬伸链
douyin_7206256014004374840,关联节点,前臂屈伸肌群
douyin_7206256014004374840,关联节点,单手直线投篮
douyin_7206256014004374840,关联节点,手肘外翻
douyin_7206256014004374840,关联节点,手腕侧拨或扭曲
douyin_7206256014004374840,关联节点,球路侧偏
douyin_7206256014004374840,关联节点,球路偏左偏右
douyin_7206256014004374840,关联节点,肘腕力线不直
douyin_7206256014004374840,关联节点,肘腕释放链
douyin_7206256014004374840,关联节点,证据不足
douyin_7206256014004374840,关联节点,蹬地起球不同步
douyin_7206256014004374840,关联节点,辅助手发力
douyin_7206256014004374840,关联节点,辅助手隔离训练
douyin_7210004973231377722,关联节点,上肢提前主导
douyin_7210004973231377722,关联节点,下肢蹬伸链
douyin_7210004973231377722,关联节点,核心抗前冲定点投
douyin_7210004973231377722,关联节点,证据不足
douyin_7210263774543007013,关联节点,证据不足
douyin_7211359091095129399,关联节点,证据不足
douyin_7211863901099674937,关联节点,证据不足
douyin_7212933970915265831,关联节点,证据不足
douyin_7214731957081525516,关联节点,前臂屈伸肌群
douyin_7214731957081525516,关联节点,肘腕力线不直
douyin_7214731957081525516,关联节点,肘腕释放链
douyin_7214731957081525516,关联节点,证据不足
douyin_7218037631957929220,关联节点,三角肌前束
douyin_7218037631957929220,关联节点,下肢蹬伸链
douyin_7218037631957929220,关联节点,低位到高位起球
douyin_7218037631957929220,关联节点,前臂屈伸肌群
douyin_7218037631957929220,关联节点,手肘外翻
douyin_7218037631957929220,关联节点,核心抗前冲
douyin_7218037631957929220,关联节点,球路侧偏
douyin_7218037631957929220,关联节点,球路偏左偏右
douyin_7218037631957929220,关联节点,肘腕力线不直
douyin_7218037631957929220,关联节点,肘腕释放链
douyin_7218037631957929220,关联节点,腓肠肌
douyin_7218037631957929220,关联节点,膝髋伸展不足
douyin_7218037631957929220,关联节点,证据不足
douyin_7218037631957929220,关联节点,足踝压弹链
douyin_7218037631957929220,关联节点,蹬地起球不同步
douyin_7218037631957929220,关联节点,躯干前倾过大
douyin_7218037631957929220,关联节点,近筐节奏投
douyin_7218037631957929220,关联节点,重心前冲
douyin_7220273329960242470,关联节点,证据不足
douyin_7222116779672309004,关联节点,三角肌前束
douyin_7222116779672309004,关联节点,下肢蹬伸链
douyin_7222116779672309004,关联节点,手肘外翻
douyin_7222116779672309004,关联节点,核心抗前冲定点投
douyin_7222116779672309004,关联节点,肘腕力线不直
douyin_7222116779672309004,关联节点,肘腕释放链
douyin_7222116779672309004,关联节点,腓肠肌
douyin_7222116779672309004,关联节点,膝髋伸展不足
douyin_7222116779672309004,关联节点,臀大肌
douyin_7222116779672309004,关联节点,证据不足
douyin_7225136404202868005,关联节点,三角肌前束
douyin_7225136404202868005,关联节点,上下肢脱节
douyin_7225136404202868005,关联节点,下肢蹬伸链
douyin_7225136404202868005,关联节点,出手高度低
douyin_7225136404202868005,关联节点,手快脚慢
douyin_7225136404202868005,关联节点,无球蹬地起球同步
douyin_7225136404202868005,关联节点,核心抗前冲
douyin_7225136404202868005,关联节点,腓肠肌
douyin_7225136404202868005,关联节点,膝髋伸展不足
douyin_7225136404202868005,关联节点,证据不足
douyin_7225136404202868005,关联节点,足踝压弹链
douyin_7225136404202868005,关联节点,蹬地起球不同步
douyin_7225136404202868005,关联节点,躯干前倾过大
douyin_7225136404202868005,关联节点,释放点低
douyin_7225136404202868005,关联节点,重心前冲
douyin_7226952978236771644,关联节点,三角肌前束
douyin_7226952978236771644,关联节点,上下肢脱节
douyin_7226952978236771644,关联节点,下肢蹬伸链
douyin_7226952978236771644,关联节点,出手高度低
douyin_7226952978236771644,关联节点,前臂屈伸肌群
douyin_7226952978236771644,关联节点,手快脚慢
douyin_7226952978236771644,关联节点,肘腕力线不直
douyin_7226952978236771644,关联节点,肘腕释放链
douyin_7226952978236771644,关联节点,膝髋伸展不足
douyin_7226952978236771644,关联节点,证据不足
douyin_7226952978236771644,关联节点,起球早于屈膝
douyin_7226952978236771644,关联节点,蹬地起球不同步
douyin_7226952978236771644,关联节点,躯干前倾过大
douyin_7226952978236771644,关联节点,释放点低
douyin_7226952978236771644,关联节点,重心前冲
douyin_7229316606793469240,关联节点,下肢蹬伸链
douyin_7229316606793469240,关联节点,前臂屈伸肌群
douyin_7229316606793469240,关联节点,单手直线投篮
douyin_7229316606793469240,关联节点,肘腕力线不直
douyin_7229316606793469240,关联节点,肘腕释放链
douyin_7229316606793469240,关联节点,膝髋伸展不足
douyin_7229316606793469240,关联节点,证据不足
douyin_7229316606793469240,关联节点,躯干前倾过大
douyin_7229316606793469240,关联节点,辅助手发力
douyin_7229316606793469240,关联节点,辅助手未及时分离
douyin_7229316606793469240,关联节点,重心前冲
douyin_7230257362932616503,关联节点,证据不足
douyin_7230470856097467685,关联节点,下肢蹬伸链
douyin_7230470856097467685,关联节点,前臂屈伸肌群
douyin_7230470856097467685,关联节点,核心稳定肌群
douyin_7230470856097467685,关联节点,肘腕释放链
douyin_7230470856097467685,关联节点,膝髋伸展不足
douyin_7230470856097467685,关联节点,证据不足
douyin_7230470856097467685,关联节点,躯干前倾过大
douyin_7230470856097467685,关联节点,躯干旋转控制
douyin_7230470856097467685,关联节点,重心前冲
douyin_7233595443328896314,关联节点,三角肌前束
douyin_7233595443328896314,关联节点,下肢蹬伸链
douyin_7233595443328896314,关联节点,核心稳定肌群
douyin_7233595443328896314,关联节点,肘腕释放链
douyin_7233595443328896314,关联节点,膝髋伸展不足
douyin_7233595443328896314,关联节点,证据不足
douyin_7233595443328896314,关联节点,躯干前倾过大
douyin_7233595443328896314,关联节点,重心前冲
douyin_7233997123514060065,关联节点,三角肌前束
douyin_7233997123514060065,关联节点,前臂屈伸肌群
douyin_7233997123514060065,关联节点,肘腕释放链
douyin_7233997123514060065,关联节点,证据不足
douyin_7234741865877130555,关联节点,下肢蹬伸链
douyin_7234741865877130555,关联节点,前臂屈伸肌群
douyin_7234741865877130555,关联节点,肘腕释放链
douyin_7234741865877130555,关联节点,股四头肌
douyin_7234741865877130555,关联节点,膝髋伸展不足
douyin_7234741865877130555,关联节点,证据不足
douyin_7240397272691838266,关联节点,下肢蹬伸链
douyin_7240397272691838266,关联节点,伸髋不足
douyin_7240397272691838266,关联节点,伸髋起球
douyin_7240397272691838266,关联节点,前臂屈伸肌群
douyin_7240397272691838266,关联节点,球路侧偏
douyin_7240397272691838266,关联节点,球路偏左偏右
douyin_7240397272691838266,关联节点,肘腕释放链
douyin_7240397272691838266,关联节点,臀大肌
douyin_7240397272691838266,关联节点,证据不足
douyin_7240397272691838266,关联节点,辅助手发力
douyin_7242529395204738341,关联节点,三角肌前束
douyin_7242529395204738341,关联节点,上下肢脱节
douyin_7242529395204738341,关联节点,下肢蹬伸链
douyin_7242529395204738341,关联节点,前臂屈伸肌群
douyin_7242529395204738341,关联节点,手快脚慢
douyin_7242529395204738341,关联节点,核心抗前冲
douyin_7242529395204738341,关联节点,肘腕释放链
douyin_7242529395204738341,关联节点,股四头肌
douyin_7242529395204738341,关联节点,腓肠肌
douyin_7242529395204738341,关联节点,膝髋伸展不足
douyin_7242529395204738341,关联节点,证据不足
douyin_7242529395204738341,关联节点,起跳慢
douyin_7242529395204738341,关联节点,足踝压弹链
douyin_7242529395204738341,关联节点,躯干前倾过大
douyin_7242529395204738341,关联节点,近筐节奏投
douyin_7242529395204738341,关联节点,重心前冲
douyin_7243448210298113341,关联节点,三角肌前束
douyin_7243448210298113341,关联节点,伸髋不足
douyin_7243448210298113341,关联节点,伸髋起球
douyin_7243448210298113341,关联节点,前臂屈伸肌群
douyin_7243448210298113341,关联节点,肘腕释放链
douyin_7243448210298113341,关联节点,臀大肌
douyin_7243448210298113341,关联节点,证据不足
douyin_7243448210298113341,关联节点,近筐节奏投
douyin_7244761169062284602,关联节点,下肢蹬伸链
douyin_7244761169062284602,关联节点,核心稳定肌群
douyin_7244761169062284602,关联节点,股四头肌
douyin_7244761169062284602,关联节点,腓肠肌
douyin_7244761169062284602,关联节点,膝髋伸展不足
douyin_7244761169062284602,关联节点,证据不足
douyin_7244761169062284602,关联节点,躯干前倾过大
douyin_7244761169062284602,关联节点,重心前冲
douyin_7245852732790197542,关联节点,上下肢脱节
douyin_7245852732790197542,关联节点,下肢蹬伸链
douyin_7245852732790197542,关联节点,低位到高位起球
douyin_7245852732790197542,关联节点,出手高度低
douyin_7245852732790197542,关联节点,前臂屈伸肌群
douyin_7245852732790197542,关联节点,手肘外翻
douyin_7245852732790197542,关联节点,手腕侧拨或扭曲
douyin_7245852732790197542,关联节点,无球蹬地起球同步
douyin_7245852732790197542,关联节点,核心抗前冲
douyin_7245852732790197542,关联节点,核心稳定不足
douyin_7245852732790197542,关联节点,核心稳定肌群
douyin_7245852732790197542,关联节点,球路侧偏
douyin_7245852732790197542,关联节点,球路偏左偏右
douyin_7245852732790197542,关联节点,肘腕力线不直
douyin_7245852732790197542,关联节点,肘腕释放链
douyin_7245852732790197542,关联节点,股四头肌
douyin_7245852732790197542,关联节点,肱三头肌
douyin_7245852732790197542,关联节点,膝髋伸展不足
douyin_7245852732790197542,关联节点,证据不足
douyin_7245852732790197542,关联节点,蹬地起球不同步
douyin_7245852732790197542,关联节点,近筐节奏投
douyin_7245852732790197542,关联节点,释放点低
douyin_7246037522545986876,关联节点,证据不足
douyin_7248546684114881850,关联节点,上下肢脱节
douyin_7248546684114881850,关联节点,下肢蹬伸链
douyin_7248546684114881850,关联节点,低位到高位起球
douyin_7248546684114881850,关联节点,前臂屈伸肌群
douyin_7248546684114881850,关联节点,无球蹬地起球同步
douyin_7248546684114881850,关联节点,肘腕力线不直
douyin_7248546684114881850,关联节点,肘腕释放链
douyin_7248546684114881850,关联节点,膝髋伸展不足
douyin_7248546684114881850,关联节点,证据不足
douyin_7248546684114881850,关联节点,起球早于屈膝
douyin_7248546684114881850,关联节点,蹬地起球不同步
douyin_7248546684114881850,关联节点,近筐节奏投
douyin_7249302169273240888,关联节点,上下肢脱节
douyin_7249302169273240888,关联节点,下肢蹬伸链
douyin_7249302169273240888,关联节点,伸髋不足
douyin_7249302169273240888,关联节点,伸髋带动起球
douyin_7249302169273240888,关联节点,伸髋起球
douyin_7249302169273240888,关联节点,手快脚慢
douyin_7249302169273240888,关联节点,无球蹬地起球同步
douyin_7249302169273240888,关联节点,膝髋伸展不足
douyin_7249302169273240888,关联节点,臀大肌
douyin_7249302169273240888,关联节点,证据不足
douyin_7249302169273240888,关联节点,起球早于屈膝
douyin_7249302169273240888,关联节点,蹬地起球不同步
douyin_7249302169273240888,关联节点,近筐节奏投
douyin_7249302169273240888,关联节点,重心前冲
douyin_7249302169273240888,关联节点,髂腰肌
douyin_7251790210093157689,关联节点,三角肌前束
douyin_7251790210093157689,关联节点,上下肢脱节
douyin_7251790210093157689,关联节点,下肢蹬伸链
douyin_7251790210093157689,关联节点,前臂屈伸肌群
douyin_7251790210093157689,关联节点,手肘外翻
douyin_7251790210093157689,关联节点,肘腕力线不直
douyin_7251790210093157689,关联节点,肘腕释放链
douyin_7251790210093157689,关联节点,证据不足
douyin_7251790210093157689,关联节点,躯干前倾过大
douyin_7251790210093157689,关联节点,重心前冲
douyin_7257753964618304822,关联节点,三角肌前束
douyin_7257753964618304822,关联节点,下肢蹬伸链
douyin_7257753964618304822,关联节点,伸髋不足
douyin_7257753964618304822,关联节点,伸髋起球
douyin_7257753964618304822,关联节点,压弹式起跳训练
douyin_7257753964618304822,关联节点,垫步触地即弹
douyin_7257753964618304822,关联节点,核心稳定肌群
douyin_7257753964618304822,关联节点,筋膜弹性与牵张反射
douyin_7257753964618304822,关联节点,股四头肌
douyin_7257753964618304822,关联节点,腓肠肌
douyin_7257753964618304822,关联节点,膝髋伸展不足
douyin_7257753964618304822,关联节点,臀大肌
douyin_7257753964618304822,关联节点,证据不足
douyin_7257753964618304822,关联节点,足踝压弹链
douyin_7257753964618304822,关联节点,躯干前倾过大
douyin_7257753964618304822,关联节点,躯干旋转控制
douyin_7257753964618304822,关联节点,重心前冲
douyin_7259603187802426679,关联节点,三角肌前束
douyin_7259603187802426679,关联节点,上下肢脱节
douyin_7259603187802426679,关联节点,下肢蹬伸链
douyin_7259603187802426679,关联节点,证据不足
douyin_7259603187802426679,关联节点,躯干前倾过大
douyin_7259603187802426679,关联节点,辅助手发力
douyin_7259603187802426679,关联节点,重心前冲
douyin_7266310790297259327,关联节点,三角肌前束
douyin_7266310790297259327,关联节点,下肢蹬伸链
douyin_7266310790297259327,关联节点,低位到高位起球
douyin_7266310790297259327,关联节点,前臂屈伸肌群
douyin_7266310790297259327,关联节点,手肘外翻
douyin_7266310790297259327,关联节点,手腕侧拨或扭曲
douyin_7266310790297259327,关联节点,肘腕力线不直
douyin_7266310790297259327,关联节点,肘腕释放链
douyin_7266310790297259327,关联节点,腓肠肌
douyin_7266310790297259327,关联节点,证据不足
douyin_7266310790297259327,关联节点,足踝压弹链
douyin_7266310790297259327,关联节点,躯干前倾过大
douyin_7266310790297259327,关联节点,近筐节奏投
douyin_7266310790297259327,关联节点,重心前冲
douyin_7274068441382849849,关联节点,三角肌前束
douyin_7274068441382849849,关联节点,下肢蹬伸链
douyin_7274068441382849849,关联节点,伸髋不足
douyin_7274068441382849849,关联节点,伸髋起球
douyin_7274068441382849849,关联节点,前臂屈伸肌群
douyin_7274068441382849849,关联节点,核心抗前冲
douyin_7274068441382849849,关联节点,球路侧偏
douyin_7274068441382849849,关联节点,球路偏左偏右
douyin_7274068441382849849,关联节点,肘腕释放链
douyin_7274068441382849849,关联节点,股四头肌
douyin_7274068441382849849,关联节点,膝髋伸展不足
douyin_7274068441382849849,关联节点,证据不足
douyin_7274068441382849849,关联节点,重心前冲
douyin_7278892233867218231,关联节点,三角肌前束
douyin_7278892233867218231,关联节点,下肢蹬伸链
douyin_7278892233867218231,关联节点,前臂屈伸肌群
douyin_7278892233867218231,关联节点,核心稳定肌群
douyin_7278892233867218231,关联节点,肘腕释放链
douyin_7278892233867218231,关联节点,膝髋伸展不足
douyin_7278892233867218231,关联节点,证据不足
douyin_7278892233867218231,关联节点,蹬地起球不同步
douyin_7278892233867218231,关联节点,重心前冲
douyin_7283418541091458364,关联节点,上下肢脱节
douyin_7283418541091458364,关联节点,下肢蹬伸链
douyin_7283418541091458364,关联节点,低位到高位起球
douyin_7283418541091458364,关联节点,前臂屈伸肌群
douyin_7283418541091458364,关联节点,核心抗前冲
douyin_7283418541091458364,关联节点,核心稳定肌群
douyin_7283418541091458364,关联节点,肘腕释放链
douyin_7283418541091458364,关联节点,膝髋伸展不足
douyin_7283418541091458364,关联节点,证据不足
douyin_7283418541091458364,关联节点,蹬地起球不同步
douyin_7283418541091458364,关联节点,近筐节奏投
douyin_7283418541091458364,关联节点,重心前冲
douyin_7296829060288711947,关联节点,三角肌前束
douyin_7296829060288711947,关联节点,上下肢脱节
douyin_7296829060288711947,关联节点,下肢蹬伸链
douyin_7296829060288711947,关联节点,前臂屈伸肌群
douyin_7296829060288711947,关联节点,垫步触地即弹
douyin_7296829060288711947,关联节点,手快脚慢
douyin_7296829060288711947,关联节点,无球蹬地起球同步
douyin_7296829060288711947,关联节点,核心抗前冲
douyin_7296829060288711947,关联节点,核心稳定肌群
douyin_7296829060288711947,关联节点,肘腕释放链
douyin_7296829060288711947,关联节点,股四头肌
douyin_7296829060288711947,关联节点,腓肠肌
douyin_7296829060288711947,关联节点,膝髋伸展不足
douyin_7296829060288711947,关联节点,证据不足
douyin_7296829060288711947,关联节点,足踝压弹链
douyin_7296829060288711947,关联节点,蹬地起球不同步
douyin_7296829060288711947,关联节点,重心前冲
douyin_7311694235550371084,关联节点,三角肌前束
douyin_7311694235550371084,关联节点,下肢蹬伸链
douyin_7311694235550371084,关联节点,出手高度低
douyin_7311694235550371084,关联节点,前臂屈伸肌群
douyin_7311694235550371084,关联节点,球路侧偏
douyin_7311694235550371084,关联节点,球路偏左偏右
douyin_7311694235550371084,关联节点,肘腕力线不直
douyin_7311694235550371084,关联节点,肘腕释放链
douyin_7311694235550371084,关联节点,膝髋伸展不足
douyin_7311694235550371084,关联节点,证据不足
douyin_7311694235550371084,关联节点,躯干旋转控制
douyin_7311694235550371084,关联节点,释放点低
douyin_7311694235550371084,关联节点,重心前冲
douyin_7317503826691444005,关联节点,下肢蹬伸链
douyin_7317503826691444005,关联节点,核心稳定肌群
douyin_7317503826691444005,关联节点,腓肠肌
douyin_7317503826691444005,关联节点,膝髋伸展不足
douyin_7317503826691444005,关联节点,证据不足
douyin_7320835060486245644,关联节点,三角肌前束
douyin_7320835060486245644,关联节点,上下肢脱节
douyin_7320835060486245644,关联节点,上肢提前主导
douyin_7320835060486245644,关联节点,下肢蹬伸链
douyin_7320835060486245644,关联节点,低位到高位起球
douyin_7320835060486245644,关联节点,腓肠肌
douyin_7320835060486245644,关联节点,膝髋伸展不足
douyin_7320835060486245644,关联节点,证据不足
douyin_7320835060486245644,关联节点,足踝压弹链
douyin_7320835060486245644,关联节点,蹬地起球不同步
douyin_7321192174232636722,关联节点,上下肢脱节
douyin_7321192174232636722,关联节点,上肢提前主导
douyin_7321192174232636722,关联节点,下肢蹬伸链
douyin_7321192174232636722,关联节点,前臂屈伸肌群
douyin_7321192174232636722,关联节点,核心稳定肌群
douyin_7321192174232636722,关联节点,肘腕力线不直
douyin_7321192174232636722,关联节点,肘腕释放链
douyin_7321192174232636722,关联节点,证据不足
douyin_7328407848784792871,关联节点,上下肢脱节
douyin_7328407848784792871,关联节点,上肢提前主导
douyin_7328407848784792871,关联节点,下肢蹬伸链
douyin_7328407848784792871,关联节点,核心抗前冲
douyin_7328407848784792871,关联节点,核心稳定不足
douyin_7328407848784792871,关联节点,核心稳定肌群
douyin_7328407848784792871,关联节点,球路侧偏
douyin_7328407848784792871,关联节点,球路偏左偏右
douyin_7328407848784792871,关联节点,证据不足
douyin_7328407848784792871,关联节点,躯干前倾过大
douyin_7328407848784792871,关联节点,躯干旋转控制
douyin_7328407848784792871,关联节点,近筐节奏投
douyin_7328407848784792871,关联节点,重心前冲
douyin_7328648156739063091,关联节点,三角肌前束
douyin_7328648156739063091,关联节点,上下肢脱节
douyin_7328648156739063091,关联节点,下肢蹬伸链
douyin_7328648156739063091,关联节点,低位到高位起球
douyin_7328648156739063091,关联节点,前臂屈伸肌群
douyin_7328648156739063091,关联节点,肘腕释放链
douyin_7328648156739063091,关联节点,股四头肌
douyin_7328648156739063091,关联节点,证据不足
douyin_7328648156739063091,关联节点,重心前冲
douyin_7329410152732331304,关联节点,三角肌前束
douyin_7329410152732331304,关联节点,上下肢脱节
douyin_7329410152732331304,关联节点,下肢蹬伸链
douyin_7329410152732331304,关联节点,伸髋不足
douyin_7329410152732331304,关联节点,伸髋起球
douyin_7329410152732331304,关联节点,前臂屈伸肌群
douyin_7329410152732331304,关联节点,核心抗前冲
