source,relation,target
douyin_7329410152732331304,关联节点,核心稳定不足
douyin_7329410152732331304,关联节点,核心稳定肌群
douyin_7329410152732331304,关联节点,肘腕释放链
douyin_7329410152732331304,关联节点,膝髋伸展不足
douyin_7329410152732331304,关联节点,证据不足
douyin_7329410152732331304,关联节点,起跳慢
douyin_7329410152732331304,关联节点,躯干前倾过大
douyin_7329410152732331304,关联节点,重心前冲
douyin_7331965378689584395,关联节点,三角肌前束
douyin_7331965378689584395,关联节点,前臂屈伸肌群
douyin_7331965378689584395,关联节点,核心抗前冲定点投
douyin_7331965378689584395,关联节点,肘腕释放链
douyin_7331965378689584395,关联节点,证据不足
douyin_7336400298631613723,关联节点,三角肌前束
douyin_7336400298631613723,关联节点,上下肢脱节
douyin_7336400298631613723,关联节点,上肢提前主导
douyin_7336400298631613723,关联节点,下肢蹬伸链
douyin_7336400298631613723,关联节点,前臂屈伸肌群
douyin_7336400298631613723,关联节点,手快脚慢
douyin_7336400298631613723,关联节点,核心抗前冲定点投
douyin_7336400298631613723,关联节点,肘腕释放链
douyin_7336400298631613723,关联节点,股四头肌
douyin_7336400298631613723,关联节点,肱三头肌
douyin_7336400298631613723,关联节点,腓肠肌
douyin_7336400298631613723,关联节点,膝髋伸展不足
douyin_7336400298631613723,关联节点,证据不足
douyin_7340232402591157541,关联节点,三角肌前束
douyin_7340232402591157541,关联节点,上下肢脱节
douyin_7340232402591157541,关联节点,下肢蹬伸链
douyin_7340232402591157541,关联节点,低位到高位起球
douyin_7340232402591157541,关联节点,腓肠肌
douyin_7340232402591157541,关联节点,证据不足
douyin_7340232402591157541,关联节点,躯干前倾过大
douyin_7340232402591157541,关联节点,重心前冲
douyin_7342345396041092363,关联节点,三角肌前束
douyin_7342345396041092363,关联节点,下肢蹬伸链
douyin_7342345396041092363,关联节点,前臂屈伸肌群
douyin_7342345396041092363,关联节点,手腕侧拨或扭曲
douyin_7342345396041092363,关联节点,核心抗前冲定点投
douyin_7342345396041092363,关联节点,肘腕力线不直
douyin_7342345396041092363,关联节点,肘腕释放链
douyin_7342345396041092363,关联节点,证据不足
douyin_7346798357320420649,关联节点,三角肌前束
douyin_7346798357320420649,关联节点,核心抗前冲定点投
douyin_7346798357320420649,关联节点,证据不足
douyin_7349396087804841279,关联节点,下肢蹬伸链
douyin_7349396087804841279,关联节点,伸髋不足
douyin_7349396087804841279,关联节点,伸髋起球
douyin_7349396087804841279,关联节点,压弹式起跳训练
douyin_7349396087804841279,关联节点,核心抗前冲
douyin_7349396087804841279,关联节点,核心抗前冲定点投
douyin_7349396087804841279,关联节点,核心稳定不足
douyin_7349396087804841279,关联节点,核心稳定肌群
douyin_7349396087804841279,关联节点,腓肠肌
douyin_7349396087804841279,关联节点,膝髋伸展不足
douyin_7349396087804841279,关联节点,臀大肌
douyin_7349396087804841279,关联节点,证据不足
douyin_7349396087804841279,关联节点,足踝压弹链
douyin_7356445386128575770,关联节点,三角肌前束
douyin_7356445386128575770,关联节点,上下肢脱节
douyin_7356445386128575770,关联节点,上肢提前主导
douyin_7356445386128575770,关联节点,下肢蹬伸链
douyin_7356445386128575770,关联节点,低位到高位起球
douyin_7356445386128575770,关联节点,垫步触地即弹
douyin_7356445386128575770,关联节点,无球蹬地起球同步
douyin_7356445386128575770,关联节点,核心抗前冲
douyin_7356445386128575770,关联节点,肩胛稳定肌群
douyin_7356445386128575770,关联节点,肱三头肌
douyin_7356445386128575770,关联节点,腓肠肌
douyin_7356445386128575770,关联节点,腘绳肌
douyin_7356445386128575770,关联节点,膝髋伸展不足
douyin_7356445386128575770,关联节点,证据不足
douyin_7356445386128575770,关联节点,足踝压弹链
douyin_7356445386128575770,关联节点,蹬地起球不同步
douyin_7356445386128575770,关联节点,重心前冲
douyin_7360524758594653503,关联节点,三角肌前束
douyin_7360524758594653503,关联节点,上下肢脱节
douyin_7360524758594653503,关联节点,前臂屈伸肌群
douyin_7360524758594653503,关联节点,核心抗前冲定点投
douyin_7360524758594653503,关联节点,核心稳定肌群
douyin_7360524758594653503,关联节点,肘腕释放链
douyin_7360524758594653503,关联节点,肩胛稳定肌群
douyin_7360524758594653503,关联节点,证据不足
douyin_7362466119086656804,关联节点,上下肢脱节
douyin_7362466119086656804,关联节点,下肢蹬伸链
douyin_7362466119086656804,关联节点,球路侧偏
douyin_7362466119086656804,关联节点,球路偏左偏右
douyin_7362466119086656804,关联节点,证据不足
douyin_7362466119086656804,关联节点,近筐节奏投
douyin_7362466119086656804,关联节点,重心前冲
douyin_7369109244836187427,关联节点,下肢蹬伸链
douyin_7369109244836187427,关联节点,前臂屈伸肌群
douyin_7369109244836187427,关联节点,手肘外翻
douyin_7369109244836187427,关联节点,核心抗前冲定点投
douyin_7369109244836187427,关联节点,球路侧偏
douyin_7369109244836187427,关联节点,球路偏左偏右
douyin_7369109244836187427,关联节点,肘腕力线不直
douyin_7369109244836187427,关联节点,肘腕释放链
douyin_7369109244836187427,关联节点,证据不足
douyin_7370034447661534473,关联节点,三角肌前束
douyin_7370034447661534473,关联节点,上下肢脱节
douyin_7370034447661534473,关联节点,前臂屈伸肌群
douyin_7370034447661534473,关联节点,单手直线投篮
douyin_7370034447661534473,关联节点,肘腕力线不直
douyin_7370034447661534473,关联节点,肘腕释放链
douyin_7370034447661534473,关联节点,证据不足
douyin_7370034447661534473,关联节点,躯干前倾过大
douyin_7370034447661534473,关联节点,辅助手发力
douyin_7370034447661534473,关联节点,近筐节奏投
douyin_7370034447661534473,关联节点,重心前冲
douyin_7372937628032748835,关联节点,证据不足
douyin_7376869979070778658,关联节点,上下肢脱节
douyin_7376869979070778658,关联节点,证据不足
douyin_7377476860415970601,关联节点,三角肌前束
douyin_7377476860415970601,关联节点,低位到高位起球
douyin_7377476860415970601,关联节点,前臂屈伸肌群
douyin_7377476860415970601,关联节点,手肘外翻
douyin_7377476860415970601,关联节点,核心抗前冲定点投
douyin_7377476860415970601,关联节点,球路侧偏
douyin_7377476860415970601,关联节点,球路偏左偏右
douyin_7377476860415970601,关联节点,肘腕力线不直
douyin_7377476860415970601,关联节点,肘腕释放链
douyin_7377476860415970601,关联节点,证据不足
douyin_7385163314084515082,关联节点,上下肢脱节
douyin_7385163314084515082,关联节点,下肢蹬伸链
douyin_7385163314084515082,关联节点,伸髋不足
douyin_7385163314084515082,关联节点,伸髋起球
douyin_7385163314084515082,关联节点,出手高度低
douyin_7385163314084515082,关联节点,前臂屈伸肌群
douyin_7385163314084515082,关联节点,核心抗前冲定点投
douyin_7385163314084515082,关联节点,肘腕释放链
douyin_7385163314084515082,关联节点,股四头肌
douyin_7385163314084515082,关联节点,膝髋伸展不足
douyin_7385163314084515082,关联节点,证据不足
douyin_7385163314084515082,关联节点,近筐节奏投
douyin_7385163314084515082,关联节点,释放点低
douyin_7385163314084515082,关联节点,重心前冲
douyin_7393553471594630452,关联节点,三角肌前束
douyin_7393553471594630452,关联节点,上下肢脱节
douyin_7393553471594630452,关联节点,下肢蹬伸链
douyin_7393553471594630452,关联节点,前臂屈伸肌群
douyin_7393553471594630452,关联节点,手肘外翻
douyin_7393553471594630452,关联节点,球路侧偏
douyin_7393553471594630452,关联节点,球路偏左偏右
douyin_7393553471594630452,关联节点,肘腕释放链
douyin_7393553471594630452,关联节点,腓肠肌
douyin_7393553471594630452,关联节点,证据不足
douyin_7393553471594630452,关联节点,足踝压弹链
douyin_7393553471594630452,关联节点,躯干旋转控制
douyin_7404372935915408680,关联节点,三角肌前束
douyin_7404372935915408680,关联节点,上下肢脱节
douyin_7404372935915408680,关联节点,下肢蹬伸链
douyin_7404372935915408680,关联节点,核心稳定肌群
douyin_7404372935915408680,关联节点,肘腕释放链
douyin_7404372935915408680,关联节点,证据不足
douyin_7404372935915408680,关联节点,辅助手发力
douyin_7404372935915408680,关联节点,近筐节奏投
douyin_7404372935915408680,关联节点,重心前冲
douyin_7426252318347169062,关联节点,上下肢脱节
douyin_7426252318347169062,关联节点,下肢蹬伸链
douyin_7426252318347169062,关联节点,核心抗前冲
douyin_7426252318347169062,关联节点,核心稳定肌群
douyin_7426252318347169062,关联节点,腓肠肌
douyin_7426252318347169062,关联节点,膝髋伸展不足
douyin_7426252318347169062,关联节点,证据不足
douyin_7426252318347169062,关联节点,足踝压弹链
douyin_7426252318347169062,关联节点,蹬地起球不同步
douyin_7426252318347169062,关联节点,躯干前倾过大
douyin_7426252318347169062,关联节点,重心前冲
douyin_7427814516467060005,关联节点,前臂屈伸肌群
douyin_7427814516467060005,关联节点,肘腕释放链
douyin_7427814516467060005,关联节点,证据不足
douyin_7431142699882908937,关联节点,三角肌前束
douyin_7431142699882908937,关联节点,下肢蹬伸链
douyin_7431142699882908937,关联节点,前臂屈伸肌群
douyin_7431142699882908937,关联节点,垫步触地即弹
douyin_7431142699882908937,关联节点,肘腕释放链
douyin_7431142699882908937,关联节点,肱三头肌
douyin_7431142699882908937,关联节点,证据不足
douyin_7431142699882908937,关联节点,躯干旋转控制
douyin_7431791686927404297,关联节点,证据不足
douyin_7432518675426463013,关联节点,三角肌前束
douyin_7432518675426463013,关联节点,上下肢脱节
douyin_7432518675426463013,关联节点,前臂屈伸肌群
douyin_7432518675426463013,关联节点,球路侧偏
douyin_7432518675426463013,关联节点,球路偏左偏右
douyin_7432518675426463013,关联节点,肘腕释放链
douyin_7432518675426463013,关联节点,证据不足
douyin_7435471177138621748,关联节点,下肢蹬伸链
douyin_7435471177138621748,关联节点,前臂屈伸肌群
douyin_7435471177138621748,关联节点,垫步触地即弹
douyin_7435471177138621748,关联节点,肘腕释放链
douyin_7435471177138621748,关联节点,腓肠肌
douyin_7435471177138621748,关联节点,证据不足
douyin_7435471177138621748,关联节点,足踝压弹链
douyin_7435471177138621748,关联节点,躯干旋转控制
douyin_7448242468799155496,关联节点,三角肌前束
douyin_7448242468799155496,关联节点,下肢蹬伸链
douyin_7448242468799155496,关联节点,前臂屈伸肌群
douyin_7448242468799155496,关联节点,核心抗前冲定点投
douyin_7448242468799155496,关联节点,球路侧偏
douyin_7448242468799155496,关联节点,球路偏左偏右
douyin_7448242468799155496,关联节点,肘腕释放链
douyin_7448242468799155496,关联节点,膝髋伸展不足
douyin_7448242468799155496,关联节点,证据不足
douyin_7450331067870924059,关联节点,下肢蹬伸链
douyin_7450331067870924059,关联节点,股四头肌
douyin_7450331067870924059,关联节点,腓肠肌
douyin_7450331067870924059,关联节点,膝髋伸展不足
douyin_7450331067870924059,关联节点,证据不足
douyin_7450331067870924059,关联节点,躯干前倾过大
douyin_7450331067870924059,关联节点,重心前冲
douyin_7457390590817373476,关联节点,三角肌前束
douyin_7457390590817373476,关联节点,前臂屈伸肌群
douyin_7457390590817373476,关联节点,核心抗前冲
douyin_7457390590817373476,关联节点,核心稳定不足
douyin_7457390590817373476,关联节点,肘腕释放链
douyin_7457390590817373476,关联节点,证据不足
douyin_7458281458281483556,关联节点,三角肌前束
douyin_7458281458281483556,关联节点,上下肢脱节
douyin_7458281458281483556,关联节点,前臂屈伸肌群
douyin_7458281458281483556,关联节点,单手直线投篮
douyin_7458281458281483556,关联节点,手肘外翻
douyin_7458281458281483556,关联节点,手腕侧拨或扭曲
douyin_7458281458281483556,关联节点,核心抗前冲定点投
douyin_7458281458281483556,关联节点,球路侧偏
douyin_7458281458281483556,关联节点,球路偏左偏右
douyin_7458281458281483556,关联节点,肘腕力线不直
douyin_7458281458281483556,关联节点,肘腕释放链
douyin_7458281458281483556,关联节点,证据不足
douyin_7458281458281483556,关联节点,辅助手发力
douyin_7458281458281483556,关联节点,辅助手未及时分离
douyin_7458281458281483556,关联节点,近筐节奏投
douyin_7464447720997113126,关联节点,上下肢脱节
douyin_7464447720997113126,关联节点,下肢压缩过深
douyin_7464447720997113126,关联节点,下肢蹬伸链
douyin_7464447720997113126,关联节点,低位到高位起球
douyin_7464447720997113126,关联节点,压弹式起跳训练
douyin_7464447720997113126,关联节点,垫步触地即弹
douyin_7464447720997113126,关联节点,无球蹬地起球同步
douyin_7464447720997113126,关联节点,核心稳定肌群
douyin_7464447720997113126,关联节点,筋膜弹性与牵张反射
douyin_7464447720997113126,关联节点,腓肠肌
douyin_7464447720997113126,关联节点,膝髋伸展不足
douyin_7464447720997113126,关联节点,证据不足
douyin_7464447720997113126,关联节点,起跳慢
douyin_7464447720997113126,关联节点,蹬地起球不同步
douyin_7465662037994016009,关联节点,上下肢脱节
douyin_7465662037994016009,关联节点,下肢蹬伸链
douyin_7465662037994016009,关联节点,伸髋不足
douyin_7465662037994016009,关联节点,伸髋起球
douyin_7465662037994016009,关联节点,前臂屈伸肌群
douyin_7465662037994016009,关联节点,核心抗前冲定点投
douyin_7465662037994016009,关联节点,肘腕释放链
douyin_7465662037994016009,关联节点,股四头肌
douyin_7465662037994016009,关联节点,膝髋伸展不足
douyin_7465662037994016009,关联节点,臀大肌
douyin_7465662037994016009,关联节点,证据不足
douyin_7465662037994016009,关联节点,躯干前倾过大
douyin_7465662037994016009,关联节点,近筐节奏投
douyin_7465662037994016009,关联节点,重心前冲
douyin_7471214412595088666,关联节点,三角肌前束
douyin_7471214412595088666,关联节点,上下肢脱节
douyin_7471214412595088666,关联节点,下肢蹬伸链
douyin_7471214412595088666,关联节点,手快脚慢
douyin_7471214412595088666,关联节点,腓肠肌
douyin_7471214412595088666,关联节点,膝髋伸展不足
douyin_7471214412595088666,关联节点,证据不足
douyin_7471214412595088666,关联节点,足踝压弹链
douyin_7471214412595088666,关联节点,蹬地起球不同步
douyin_7471214412595088666,关联节点,重心前冲
douyin_7479695041884097830,关联节点,三角肌前束
douyin_7479695041884097830,关联节点,下肢蹬伸链
douyin_7479695041884097830,关联节点,前臂屈伸肌群
douyin_7479695041884097830,关联节点,手肘外翻
douyin_7479695041884097830,关联节点,肘腕力线不直
douyin_7479695041884097830,关联节点,肘腕释放链
douyin_7479695041884097830,关联节点,肱三头肌
douyin_7479695041884097830,关联节点,腓肠肌
douyin_7479695041884097830,关联节点,膝髋伸展不足
douyin_7479695041884097830,关联节点,证据不足
douyin_7479695041884097830,关联节点,辅助手发力
douyin_7479695041884097830,关联节点,辅助手未及时分离
douyin_7479695041884097830,关联节点,重心前冲
douyin_7480240118100413706,关联节点,下肢蹬伸链
douyin_7480240118100413706,关联节点,前臂屈伸肌群
douyin_7480240118100413706,关联节点,手肘外翻
douyin_7480240118100413706,关联节点,球路侧偏
douyin_7480240118100413706,关联节点,球路偏左偏右
douyin_7480240118100413706,关联节点,肘腕力线不直
douyin_7480240118100413706,关联节点,肘腕释放链
douyin_7480240118100413706,关联节点,证据不足
douyin_7480774509432147251,关联节点,上下肢脱节
douyin_7480774509432147251,关联节点,下肢蹬伸链
douyin_7480774509432147251,关联节点,前臂屈伸肌群
douyin_7480774509432147251,关联节点,核心抗前冲定点投
douyin_7480774509432147251,关联节点,肘腕力线不直
douyin_7480774509432147251,关联节点,肘腕释放链
douyin_7480774509432147251,关联节点,膝髋伸展不足
douyin_7480774509432147251,关联节点,证据不足
douyin_7480774509432147251,关联节点,近筐节奏投
douyin_7482228181894728971,关联节点,三角肌前束
douyin_7482228181894728971,关联节点,上下肢脱节
douyin_7482228181894728971,关联节点,下肢蹬伸链
douyin_7482228181894728971,关联节点,手快脚慢
douyin_7482228181894728971,关联节点,手肘外翻
douyin_7482228181894728971,关联节点,核心抗前冲
douyin_7482228181894728971,关联节点,核心稳定不足
douyin_7482228181894728971,关联节点,球路侧偏
douyin_7482228181894728971,关联节点,球路偏左偏右
douyin_7482228181894728971,关联节点,证据不足
douyin_7482228181894728971,关联节点,躯干旋转控制
douyin_7483369907036376370,关联节点,三角肌前束
douyin_7483369907036376370,关联节点,下肢蹬伸链
douyin_7483369907036376370,关联节点,出手高度低
douyin_7483369907036376370,关联节点,前臂屈伸肌群
douyin_7483369907036376370,关联节点,压弹式起跳训练
douyin_7483369907036376370,关联节点,无球蹬地起球同步
douyin_7483369907036376370,关联节点,肘腕释放链
douyin_7483369907036376370,关联节点,腓肠肌
douyin_7483369907036376370,关联节点,证据不足
douyin_7483369907036376370,关联节点,足踝压弹链
douyin_7483369907036376370,关联节点,释放点低
douyin_7483739808062328073,关联节点,三角肌前束
douyin_7483739808062328073,关联节点,上下肢脱节
douyin_7483739808062328073,关联节点,上肢提前主导
douyin_7483739808062328073,关联节点,下肢蹬伸链
douyin_7483739808062328073,关联节点,前臂屈伸肌群
douyin_7483739808062328073,关联节点,手快脚慢
douyin_7483739808062328073,关联节点,手肘外翻
douyin_7483739808062328073,关联节点,无球蹬地起球同步
douyin_7483739808062328073,关联节点,肘腕释放链
douyin_7483739808062328073,关联节点,股四头肌
douyin_7483739808062328073,关联节点,膝髋伸展不足
douyin_7483739808062328073,关联节点,证据不足
douyin_7483739808062328073,关联节点,蹬地起球不同步
douyin_7484477433110940980,关联节点,三角肌前束
douyin_7484477433110940980,关联节点,上下肢脱节
douyin_7484477433110940980,关联节点,上肢提前主导
douyin_7484477433110940980,关联节点,下肢蹬伸链
douyin_7484477433110940980,关联节点,前臂屈伸肌群
douyin_7484477433110940980,关联节点,肘腕力线不直
douyin_7484477433110940980,关联节点,肘腕释放链
douyin_7484477433110940980,关联节点,证据不足
douyin_7484477433110940980,关联节点,躯干前倾过大
douyin_7484477433110940980,关联节点,重心前冲
douyin_7485587485167226151,关联节点,三角肌前束
douyin_7485587485167226151,关联节点,上下肢脱节
douyin_7485587485167226151,关联节点,上肢提前主导
douyin_7485587485167226151,关联节点,下肢蹬伸链
douyin_7485587485167226151,关联节点,低位到高位起球
douyin_7485587485167226151,关联节点,前臂屈伸肌群
douyin_7485587485167226151,关联节点,核心抗前冲
douyin_7485587485167226151,关联节点,核心稳定不足
douyin_7485587485167226151,关联节点,肘腕释放链
douyin_7485587485167226151,关联节点,股四头肌
douyin_7485587485167226151,关联节点,证据不足
douyin_7485587485167226151,关联节点,起跳慢
douyin_7485587485167226151,关联节点,重心前冲
douyin_7486294410494299428,关联节点,三角肌前束
douyin_7486294410494299428,关联节点,上下肢脱节
douyin_7486294410494299428,关联节点,下肢蹬伸链
douyin_7486294410494299428,关联节点,前臂屈伸肌群
douyin_7486294410494299428,关联节点,手腕侧拨或扭曲
douyin_7486294410494299428,关联节点,肘腕力线不直
douyin_7486294410494299428,关联节点,肘腕释放链
douyin_7486294410494299428,关联节点,膝髋伸展不足
douyin_7486294410494299428,关联节点,证据不足
douyin_7486294410494299428,关联节点,躯干旋转控制
douyin_7487420132151627071,关联节点,上下肢脱节
douyin_7487420132151627071,关联节点,前臂屈伸肌群
douyin_7487420132151627071,关联节点,单手直线投篮
douyin_7487420132151627071,关联节点,肘腕释放链
douyin_7487420132151627071,关联节点,证据不足
douyin_7487420132151627071,关联节点,近筐节奏投
douyin_7489500979885395210,关联节点,三角肌前束
douyin_7489500979885395210,关联节点,上下肢脱节
douyin_7489500979885395210,关联节点,上肢提前主导
douyin_7489500979885395210,关联节点,下肢蹬伸链
douyin_7489500979885395210,关联节点,证据不足
douyin_7489500979885395210,关联节点,躯干旋转控制
douyin_7490627475781733683,关联节点,三角肌前束
douyin_7490627475781733683,关联节点,上下肢脱节
douyin_7490627475781733683,关联节点,下肢蹬伸链
douyin_7490627475781733683,关联节点,前臂屈伸肌群
douyin_7490627475781733683,关联节点,单手直线投篮
douyin_7490627475781733683,关联节点,核心抗前冲
douyin_7490627475781733683,关联节点,核心抗前冲定点投
douyin_7490627475781733683,关联节点,核心稳定不足
douyin_7490627475781733683,关联节点,球路侧偏
douyin_7490627475781733683,关联节点,球路偏左偏右
douyin_7490627475781733683,关联节点,肘腕释放链
douyin_7490627475781733683,关联节点,证据不足
douyin_7490627475781733683,关联节点,躯干旋转控制
douyin_7490627475781733683,关联节点,近筐节奏投
douyin_7491387667301551395,关联节点,三角肌前束
douyin_7491387667301551395,关联节点,下肢蹬伸链
douyin_7491387667301551395,关联节点,前臂屈伸肌群
douyin_7491387667301551395,关联节点,核心稳定肌群
douyin_7491387667301551395,关联节点,球路侧偏
douyin_7491387667301551395,关联节点,球路偏左偏右
douyin_7491387667301551395,关联节点,肘腕释放链
douyin_7491387667301551395,关联节点,证据不足
douyin_7492347327257070857,关联节点,上下肢脱节
douyin_7492347327257070857,关联节点,证据不足
douyin_7493987762757045539,关联节点,三角肌前束
douyin_7493987762757045539,关联节点,上下肢脱节
douyin_7493987762757045539,关联节点,上肢提前主导
