source,relation,target
上肢提前主导,共现,股四头肌
上肢提前主导,共现,肩胛稳定肌群
上肢提前主导,共现,肱三头肌
上肢提前主导,共现,腓肠肌
上肢提前主导,共现,腘绳肌
上肢提前主导,共现,膝髋伸展不足
上肢提前主导,共现,臀大肌
上肢提前主导,共现,证据不足
上肢提前主导,共现,起跳慢
上肢提前主导,共现,蹬地起球不同步
上肢提前主导,共现,躯干前倾过大
上肢提前主导,共现,近筐节奏投
上肢提前主导,共现,释放点低
上肢提前主导,共现,重心前冲
下肢压缩过深,共现,三角肌前束
下肢压缩过深,共现,上下肢脱节
下肢压缩过深,共现,上肢提前主导
下肢压缩过深,共现,下肢蹬伸链
下肢压缩过深,共现,低位到高位起球
下肢压缩过深,共现,前臂屈伸肌群
下肢压缩过深,共现,单手直线投篮
下肢压缩过深,共现,压弹式起跳训练
下肢压缩过深,共现,垫步触地即弹
下肢压缩过深,共现,手快脚慢
下肢压缩过深,共现,无球蹬地起球同步
下肢压缩过深,共现,核心稳定肌群
下肢压缩过深,共现,球路侧偏
下肢压缩过深,共现,筋膜弹性与牵张反射
下肢压缩过深,共现,肘腕力线不直
下肢压缩过深,共现,肘腕释放链
下肢压缩过深,共现,股四头肌
下肢压缩过深,共现,肱三头肌
下肢压缩过深,共现,腓肠肌
下肢压缩过深,共现,证据不足
下肢压缩过深,共现,起跳慢
下肢压缩过深,共现,足踝压弹链
下肢压缩过深,共现,辅助手发力
下肢压缩过深,共现,近筐节奏投
下肢压缩过深,共现,重心前冲
下肢压缩过深,提示,起跳慢
下肢蹬伸链,共现,三角肌前束
下肢蹬伸链,共现,上下肢脱节
下肢蹬伸链,共现,下肢压缩过深
下肢蹬伸链,共现,伸髋不足
下肢蹬伸链,共现,伸髋带动起球
下肢蹬伸链,共现,低位到高位起球
下肢蹬伸链,共现,出手高度低
下肢蹬伸链,共现,前臂屈伸肌群
下肢蹬伸链,共现,单手直线投篮
下肢蹬伸链,共现,压弹式起跳训练
下肢蹬伸链,共现,垫步触地即弹
下肢蹬伸链,共现,手快脚慢
下肢蹬伸链,共现,手肘外翻
下肢蹬伸链,共现,手腕侧拨或扭曲
下肢蹬伸链,共现,无球蹬地起球同步
下肢蹬伸链,共现,核心抗前冲定点投
下肢蹬伸链,共现,核心稳定不足
下肢蹬伸链,共现,核心稳定肌群
下肢蹬伸链,共现,球路侧偏
下肢蹬伸链,共现,球路偏左偏右
下肢蹬伸链,共现,肘腕力线不直
下肢蹬伸链,共现,股四头肌
下肢蹬伸链,共现,肩胛稳定肌群
下肢蹬伸链,共现,肱三头肌
下肢蹬伸链,共现,腓肠肌
下肢蹬伸链,共现,腘绳肌
下肢蹬伸链,共现,膝髋伸展不足
下肢蹬伸链,共现,臀大肌
下肢蹬伸链,共现,证据不足
下肢蹬伸链,共现,起球早于屈膝
下肢蹬伸链,共现,起跳慢
下肢蹬伸链,共现,蹬地起球不同步
下肢蹬伸链,共现,躯干前倾过大
下肢蹬伸链,共现,辅助手发力
下肢蹬伸链,共现,辅助手未及时分离
下肢蹬伸链,共现,辅助手隔离训练
下肢蹬伸链,共现,近筐节奏投
下肢蹬伸链,共现,释放点低
下肢蹬伸链,共现,重心前冲
下肢蹬伸链,共现,髂腰肌
下肢蹬伸链,相关肌群,股四头肌
下肢蹬伸链,相关肌群,腓肠肌
下肢蹬伸链,相关肌群,臀大肌
伸髋不足,修正训练,伸髋带动起球
伸髋不足,共现,三角肌前束
伸髋不足,共现,上肢提前主导
伸髋不足,共现,下肢蹬伸链
伸髋不足,共现,伸髋带动起球
伸髋不足,共现,伸髋起球
伸髋不足,共现,低位到高位起球
伸髋不足,共现,出手高度低
伸髋不足,共现,前臂屈伸肌群
伸髋不足,共现,压弹式起跳训练
伸髋不足,共现,垫步触地即弹
伸髋不足,共现,手肘外翻
伸髋不足,共现,无球蹬地起球同步
伸髋不足,共现,核心抗前冲
伸髋不足,共现,核心抗前冲定点投
伸髋不足,共现,核心稳定不足
伸髋不足,共现,核心稳定肌群
伸髋不足,共现,球路偏左偏右
伸髋不足,共现,筋膜弹性与牵张反射
伸髋不足,共现,肘腕释放链
伸髋不足,共现,股四头肌
伸髋不足,共现,肱三头肌
伸髋不足,共现,腓肠肌
伸髋不足,共现,膝髋伸展不足
伸髋不足,共现,臀大肌
伸髋不足,共现,起球早于屈膝
伸髋不足,共现,足踝压弹链
伸髋不足,共现,蹬地起球不同步
伸髋不足,共现,躯干前倾过大
伸髋不足,共现,躯干旋转控制
伸髋不足,共现,近筐节奏投
伸髋不足,共现,髂腰肌
伸髋带动起球,共现,上下肢脱节
伸髋带动起球,共现,下肢蹬伸链
伸髋带动起球,共现,伸髋不足
伸髋带动起球,共现,伸髋起球
伸髋带动起球,共现,手快脚慢
伸髋带动起球,共现,膝髋伸展不足
伸髋带动起球,共现,臀大肌
伸髋带动起球,共现,证据不足
伸髋带动起球,共现,起球早于屈膝
伸髋带动起球,共现,蹬地起球不同步
伸髋带动起球,共现,重心前冲
伸髋带动起球,共现,髂腰肌
伸髋起球,共现,三角肌前束
伸髋起球,共现,上下肢脱节
伸髋起球,共现,伸髋不足
伸髋起球,共现,伸髋带动起球
伸髋起球,共现,低位到高位起球
伸髋起球,共现,出手高度低
伸髋起球,共现,前臂屈伸肌群
伸髋起球,共现,压弹式起跳训练
伸髋起球,共现,垫步触地即弹
伸髋起球,共现,手快脚慢
伸髋起球,共现,手肘外翻
伸髋起球,共现,无球蹬地起球同步
伸髋起球,共现,核心抗前冲定点投
伸髋起球,共现,核心稳定不足
伸髋起球,共现,核心稳定肌群
伸髋起球,共现,球路侧偏
伸髋起球,共现,球路偏左偏右
伸髋起球,共现,肘腕力线不直
伸髋起球,共现,股四头肌
伸髋起球,共现,肱三头肌
伸髋起球,共现,腓肠肌
伸髋起球,共现,膝髋伸展不足
伸髋起球,共现,臀大肌
伸髋起球,共现,证据不足
伸髋起球,共现,起球早于屈膝
伸髋起球,共现,起跳慢
伸髋起球,共现,蹬地起球不同步
伸髋起球,共现,躯干前倾过大
伸髋起球,共现,辅助手发力
伸髋起球,共现,近筐节奏投
伸髋起球,共现,释放点低
伸髋起球,共现,重心前冲
伸髋起球,共现,髂腰肌
伸髋起球,相关肌群,臀大肌
低位到高位起球,共现,三角肌前束
低位到高位起球,共现,上下肢脱节
低位到高位起球,共现,上肢提前主导
低位到高位起球,共现,下肢压缩过深
低位到高位起球,共现,下肢蹬伸链
低位到高位起球,共现,伸髋不足
低位到高位起球,共现,伸髋起球
低位到高位起球,共现,出手高度低
低位到高位起球,共现,前臂屈伸肌群
低位到高位起球,共现,手肘外翻
低位到高位起球,共现,手腕侧拨或扭曲
低位到高位起球,共现,核心抗前冲
低位到高位起球,共现,核心稳定不足
低位到高位起球,共现,核心稳定肌群
低位到高位起球,共现,球路侧偏
低位到高位起球,共现,球路偏左偏右
低位到高位起球,共现,筋膜弹性与牵张反射
低位到高位起球,共现,肘腕力线不直
低位到高位起球,共现,肘腕释放链
低位到高位起球,共现,股四头肌
低位到高位起球,共现,肩胛稳定肌群
低位到高位起球,共现,肱三头肌
低位到高位起球,共现,腓肠肌
低位到高位起球,共现,腘绳肌
低位到高位起球,共现,膝髋伸展不足
低位到高位起球,共现,证据不足
低位到高位起球,共现,起球早于屈膝
低位到高位起球,共现,起跳慢
低位到高位起球,共现,足踝压弹链
低位到高位起球,共现,蹬地起球不同步
低位到高位起球,共现,躯干前倾过大
低位到高位起球,共现,躯干旋转控制
低位到高位起球,共现,辅助手发力
低位到高位起球,共现,辅助手未及时分离
低位到高位起球,共现,释放点低
低位到高位起球,共现,重心前冲
出手高度低,共现,三角肌前束
出手高度低,共现,上下肢脱节
出手高度低,共现,上肢提前主导
出手高度低,共现,下肢蹬伸链
出手高度低,共现,伸髋不足
出手高度低,共现,伸髋起球
出手高度低,共现,低位到高位起球
出手高度低,共现,前臂屈伸肌群
出手高度低,共现,单手直线投篮
出手高度低,共现,压弹式起跳训练
出手高度低,共现,垫步触地即弹
出手高度低,共现,手快脚慢
出手高度低,共现,无球蹬地起球同步
出手高度低,共现,核心抗前冲
出手高度低,共现,核心抗前冲定点投
出手高度低,共现,核心稳定肌群
出手高度低,共现,球路侧偏
出手高度低,共现,筋膜弹性与牵张反射
出手高度低,共现,肘腕力线不直
出手高度低,共现,肘腕释放链
出手高度低,共现,股四头肌
出手高度低,共现,肱三头肌
出手高度低,共现,腓肠肌
出手高度低,共现,证据不足
出手高度低,共现,足踝压弹链
出手高度低,共现,躯干旋转控制
出手高度低,共现,近筐节奏投
出手高度低,共现,释放点低
出手高度低,共现,重心前冲
出手高度低,提示,释放点低
前臂屈伸肌群,修正训练,单手直线投篮
前臂屈伸肌群,共现,上下肢脱节
前臂屈伸肌群,共现,上肢提前主导
前臂屈伸肌群,共现,下肢压缩过深
前臂屈伸肌群,共现,下肢蹬伸链
前臂屈伸肌群,共现,伸髋不足
前臂屈伸肌群,共现,伸髋起球
前臂屈伸肌群,共现,低位到高位起球
前臂屈伸肌群,共现,出手高度低
前臂屈伸肌群,共现,单手直线投篮
前臂屈伸肌群,共现,压弹式起跳训练
前臂屈伸肌群,共现,垫步触地即弹
前臂屈伸肌群,共现,手快脚慢
前臂屈伸肌群,共现,手肘外翻
前臂屈伸肌群,共现,手腕侧拨或扭曲
前臂屈伸肌群,共现,无球蹬地起球同步
前臂屈伸肌群,共现,核心抗前冲
前臂屈伸肌群,共现,核心抗前冲定点投
前臂屈伸肌群,共现,核心稳定不足
前臂屈伸肌群,共现,球路侧偏
前臂屈伸肌群,共现,球路偏左偏右
前臂屈伸肌群,共现,筋膜弹性与牵张反射
前臂屈伸肌群,共现,肘腕力线不直
前臂屈伸肌群,共现,肘腕释放链
前臂屈伸肌群,共现,膝髋伸展不足
前臂屈伸肌群,共现,证据不足
前臂屈伸肌群,共现,起球早于屈膝
前臂屈伸肌群,共现,起跳慢
前臂屈伸肌群,共现,足踝压弹链
前臂屈伸肌群,共现,蹬地起球不同步
前臂屈伸肌群,共现,躯干前倾过大
前臂屈伸肌群,共现,躯干旋转控制
前臂屈伸肌群,共现,辅助手发力
前臂屈伸肌群,共现,辅助手未及时分离
前臂屈伸肌群,共现,辅助手隔离训练
前臂屈伸肌群,共现,近筐节奏投
前臂屈伸肌群,共现,释放点低
前臂屈伸肌群,共现,重心前冲
前臂屈伸肌群,参与,肘腕释放链
前臂屈伸肌群,相关问题,球路侧偏
单手直线投篮,共现,三角肌前束
单手直线投篮,共现,上下肢脱节
单手直线投篮,共现,下肢压缩过深
单手直线投篮,共现,下肢蹬伸链
单手直线投篮,共现,出手高度低
单手直线投篮,共现,前臂屈伸肌群
单手直线投篮,共现,手肘外翻
单手直线投篮,共现,手腕侧拨或扭曲
单手直线投篮,共现,核心抗前冲
单手直线投篮,共现,核心稳定不足
单手直线投篮,共现,核心稳定肌群
单手直线投篮,共现,球路侧偏
单手直线投篮,共现,球路偏左偏右
单手直线投篮,共现,筋膜弹性与牵张反射
单手直线投篮,共现,肘腕力线不直
单手直线投篮,共现,肘腕释放链
单手直线投篮,共现,股四头肌
单手直线投篮,共现,腓肠肌
单手直线投篮,共现,膝髋伸展不足
单手直线投篮,共现,证据不足
单手直线投篮,共现,起跳慢
单手直线投篮,共现,足踝压弹链
单手直线投篮,共现,蹬地起球不同步
单手直线投篮,共现,躯干前倾过大
单手直线投篮,共现,躯干旋转控制
单手直线投篮,共现,辅助手发力
单手直线投篮,共现,辅助手未及时分离
单手直线投篮,共现,释放点低
单手直线投篮,共现,重心前冲
压弹式起跳训练,共现,三角肌前束
压弹式起跳训练,共现,上下肢脱节
压弹式起跳训练,共现,下肢压缩过深
压弹式起跳训练,共现,下肢蹬伸链
压弹式起跳训练,共现,伸髋不足
压弹式起跳训练,共现,伸髋起球
压弹式起跳训练,共现,出手高度低
压弹式起跳训练,共现,前臂屈伸肌群
压弹式起跳训练,共现,手快脚慢
压弹式起跳训练,共现,手肘外翻
压弹式起跳训练,共现,核心抗前冲
压弹式起跳训练,共现,核心稳定不足
压弹式起跳训练,共现,核心稳定肌群
压弹式起跳训练,共现,球路侧偏
压弹式起跳训练,共现,球路偏左偏右
压弹式起跳训练,共现,筋膜弹性与牵张反射
压弹式起跳训练,共现,肘腕力线不直
压弹式起跳训练,共现,肘腕释放链
压弹式起跳训练,共现,股四头肌
压弹式起跳训练,共现,肱三头肌
压弹式起跳训练,共现,腓肠肌
压弹式起跳训练,共现,膝髋伸展不足
压弹式起跳训练,共现,臀大肌
压弹式起跳训练,共现,证据不足
压弹式起跳训练,共现,起跳慢
压弹式起跳训练,共现,足踝压弹链
压弹式起跳训练,共现,蹬地起球不同步
压弹式起跳训练,共现,躯干前倾过大
压弹式起跳训练,共现,躯干旋转控制
压弹式起跳训练,共现,辅助手发力
压弹式起跳训练,共现,辅助手未及时分离
压弹式起跳训练,共现,释放点低
压弹式起跳训练,共现,重心前冲
垫步触地即弹,共现,三角肌前束
垫步触地即弹,共现,上下肢脱节
垫步触地即弹,共现,上肢提前主导
垫步触地即弹,共现,下肢压缩过深
垫步触地即弹,共现,下肢蹬伸链
垫步触地即弹,共现,伸髋不足
垫步触地即弹,共现,伸髋起球
垫步触地即弹,共现,出手高度低
垫步触地即弹,共现,前臂屈伸肌群
垫步触地即弹,共现,手快脚慢
垫步触地即弹,共现,手肘外翻
垫步触地即弹,共现,核心抗前冲
垫步触地即弹,共现,核心稳定不足
垫步触地即弹,共现,核心稳定肌群
垫步触地即弹,共现,球路侧偏
垫步触地即弹,共现,球路偏左偏右
垫步触地即弹,共现,筋膜弹性与牵张反射
垫步触地即弹,共现,肘腕力线不直
垫步触地即弹,共现,肘腕释放链
垫步触地即弹,共现,股四头肌
垫步触地即弹,共现,肩胛稳定肌群
垫步触地即弹,共现,肱三头肌
垫步触地即弹,共现,腓肠肌
垫步触地即弹,共现,腘绳肌
垫步触地即弹,共现,膝髋伸展不足
垫步触地即弹,共现,臀大肌
垫步触地即弹,共现,证据不足
垫步触地即弹,共现,起跳慢
垫步触地即弹,共现,足踝压弹链
垫步触地即弹,共现,蹬地起球不同步
垫步触地即弹,共现,躯干前倾过大
垫步触地即弹,共现,躯干旋转控制
垫步触地即弹,共现,辅助手发力
垫步触地即弹,共现,辅助手未及时分离
垫步触地即弹,共现,释放点低
垫步触地即弹,共现,重心前冲
手快脚慢,修正训练,无球蹬地起球同步
手快脚慢,共现,三角肌前束
手快脚慢,共现,上肢提前主导
手快脚慢,共现,下肢压缩过深
手快脚慢,共现,下肢蹬伸链
手快脚慢,共现,伸髋带动起球
手快脚慢,共现,伸髋起球
手快脚慢,共现,出手高度低
手快脚慢,共现,前臂屈伸肌群
手快脚慢,共现,压弹式起跳训练
手快脚慢,共现,垫步触地即弹
手快脚慢,共现,手肘外翻
手快脚慢,共现,无球蹬地起球同步
手快脚慢,共现,核心抗前冲
手快脚慢,共现,核心抗前冲定点投
手快脚慢,共现,核心稳定不足
手快脚慢,共现,核心稳定肌群
手快脚慢,共现,球路偏左偏右
手快脚慢,共现,筋膜弹性与牵张反射
手快脚慢,共现,肘腕释放链
手快脚慢,共现,股四头肌
手快脚慢,共现,肱三头肌
手快脚慢,共现,腓肠肌
手快脚慢,共现,膝髋伸展不足
手快脚慢,共现,臀大肌
手快脚慢,共现,起球早于屈膝
手快脚慢,共现,足踝压弹链
手快脚慢,共现,蹬地起球不同步
手快脚慢,共现,躯干前倾过大
手快脚慢,共现,躯干旋转控制
手快脚慢,共现,近筐节奏投
手快脚慢,共现,髂腰肌
手快脚慢,属于,上下肢脱节
手肘外翻,共现,三角肌前束
手肘外翻,共现,上下肢脱节
手肘外翻,共现,上肢提前主导
手肘外翻,共现,下肢蹬伸链
手肘外翻,共现,伸髋不足
手肘外翻,共现,伸髋起球
手肘外翻,共现,低位到高位起球
手肘外翻,共现,前臂屈伸肌群
手肘外翻,共现,单手直线投篮
手肘外翻,共现,压弹式起跳训练
手肘外翻,共现,垫步触地即弹
手肘外翻,共现,手快脚慢
手肘外翻,共现,无球蹬地起球同步
手肘外翻,共现,核心抗前冲
手肘外翻,共现,核心抗前冲定点投
手肘外翻,共现,核心稳定肌群
手肘外翻,共现,球路侧偏
手肘外翻,共现,筋膜弹性与牵张反射
手肘外翻,共现,肘腕力线不直
手肘外翻,共现,肘腕释放链
手肘外翻,共现,股四头肌
手肘外翻,共现,肱三头肌
手肘外翻,共现,腓肠肌
手肘外翻,共现,臀大肌
手肘外翻,共现,证据不足
手肘外翻,共现,起跳慢
手肘外翻,共现,足踝压弹链
手肘外翻,共现,躯干旋转控制
手肘外翻,共现,辅助手发力
手肘外翻,共现,辅助手隔离训练
手肘外翻,共现,近筐节奏投
手肘外翻,共现,释放点低
手肘外翻,共现,重心前冲
手肘外翻,提示,肘腕力线不直
手腕侧拨或扭曲,共现,三角肌前束
手腕侧拨或扭曲,共现,上下肢脱节
手腕侧拨或扭曲,共现,下肢蹬伸链
手腕侧拨或扭曲,共现,低位到高位起球
手腕侧拨或扭曲,共现,前臂屈伸肌群
手腕侧拨或扭曲,共现,单手直线投篮
手腕侧拨或扭曲,共现,无球蹬地起球同步
手腕侧拨或扭曲,共现,核心抗前冲
手腕侧拨或扭曲,共现,核心抗前冲定点投
手腕侧拨或扭曲,共现,核心稳定肌群
手腕侧拨或扭曲,共现,球路侧偏
手腕侧拨或扭曲,共现,肘腕力线不直
手腕侧拨或扭曲,共现,肘腕释放链
手腕侧拨或扭曲,共现,股四头肌
手腕侧拨或扭曲,共现,肱三头肌
手腕侧拨或扭曲,共现,腓肠肌
手腕侧拨或扭曲,共现,证据不足
手腕侧拨或扭曲,共现,起跳慢
手腕侧拨或扭曲,共现,足踝压弹链
手腕侧拨或扭曲,共现,躯干旋转控制
手腕侧拨或扭曲,共现,辅助手发力
手腕侧拨或扭曲,共现,辅助手隔离训练
手腕侧拨或扭曲,共现,近筐节奏投
手腕侧拨或扭曲,共现,释放点低
手腕侧拨或扭曲,共现,重心前冲
手腕侧拨或扭曲,提示,肘腕力线不直
无球蹬地起球同步,共现,三角肌前束
无球蹬地起球同步,共现,上下肢脱节
无球蹬地起球同步,共现,上肢提前主导
无球蹬地起球同步,共现,下肢压缩过深
无球蹬地起球同步,共现,下肢蹬伸链
无球蹬地起球同步,共现,伸髋不足
无球蹬地起球同步,共现,伸髋起球
无球蹬地起球同步,共现,出手高度低
无球蹬地起球同步,共现,前臂屈伸肌群
无球蹬地起球同步,共现,手快脚慢
无球蹬地起球同步,共现,手肘外翻
无球蹬地起球同步,共现,手腕侧拨或扭曲
无球蹬地起球同步,共现,核心抗前冲
无球蹬地起球同步,共现,核心稳定不足
无球蹬地起球同步,共现,核心稳定肌群
无球蹬地起球同步,共现,球路侧偏
无球蹬地起球同步,共现,球路偏左偏右
无球蹬地起球同步,共现,筋膜弹性与牵张反射
